,0
3567,SHIFT
3568,SHIFT
3569,SHIFT
3570,SHIFT
3571,SHIFT
3572,x
3573,SHIFT
3574,x
3575,SHIFT
3576,SHIFT
3577,SHIFT
3578,SHIFT
3579,x
3580,SHIFT
3581,SHIFT
3582,NOKEY
3583,SHIFT
3584,x
3585,SHIFT
3586,3
3587,SHIFT
3588,SHIFT
3589,SHIFT
3590,SHIFT
3591,SHIFT
3592,7
3593,SHIFT
3594,SHIFT
3595,SHIFT
3596,SHIFT
3597,SHIFT
3598,SHIFT
3599,SHIFT
3600,SHIFT
3601,SHIFT
3602,SHIFT
3603,s
3604,SHIFT
3605,SHIFT
3606,SHIFT
3607,s
3608,SHIFT
3609,NOKEY
3610,SHIFT
3611,SHIFT
3612,SHIFT
3613,SHIFT
3614,SHIFT
3615,SHIFT
3616,x
3617,SHIFT
3618,SHIFT
3619,SHIFT
3620,SHIFT
3621,SHIFT
3622,7
3623,SHIFT
3624,SHIFT
3625,SHIFT
3626,SHIFT
3627,SHIFT
3628,CTRL
3629,SHIFT
3630,x
3631,SHIFT
3632,SHIFT
3633,SHIFT
3634,SHIFT
3635,SHIFT
3636,x
3637,SHIFT
3638,SHIFT
3639,SHIFT
3640,SHIFT
3641,SHIFT
3642,x
3643,SHIFT
3644,s
3645,SHIFT
3646,SHIFT
3647,SHIFT
3648,SHIFT
3649,SHIFT
3650,SHIFT
3651,SHIFT
3652,SHIFT
3653,SHIFT
3654,r
3655,SHIFT
3656,SHIFT
3657,SHIFT
3658,SHIFT
3659,SHIFT
3660,SHIFT
3661,SHIFT
3662,SHIFT
3663,SHIFT
3664,SHIFT
3665,x
3666,7
3667,SHIFT
3668,SHIFT
3669,SHIFT
3670,SHIFT
3671,SHIFT
3672,SHIFT
3673,SHIFT
3674,SHIFT
3675,SHIFT
3676,SHIFT
3677,x
3678,SHIFT
3679,t
3680,SHIFT
3681,SHIFT
3682,SHIFT
3683,u
3684,NOKEY
3685,7
3686,SHIFT
3687,SHIFT
3688,SHIFT
3689,SHIFT
3690,SHIFT
3691,SHIFT
3692,7
3693,SHIFT
3694,SHIFT
3695,SHIFT
3696,SHIFT
3697,7
3698,SHIFT
3699,7
3700,SHIFT
3701,SHIFT
3702,SHIFT
3703,SHIFT
3704,SHIFT
3705,n
3706,SHIFT
3707,t
3708,t
3709,SHIFT
3710,SHIFT
3711,SHIFT
3712,SHIFT
3713,SHIFT
3714,SHIFT
3715,SHIFT
3716,SHIFT
3717,SHIFT
3718,SHIFT
3719,SHIFT
3720,SHIFT
3721,SHIFT
3722,SHIFT
3723,n
3724,4
3725,SHIFT
3726,t
3727,SHIFT
3728,t
3729,t
3730,SHIFT
3731,t
3732,SHIFT
3733,SHIFT
3734,SHIFT
3735,SHIFT
3736,SHIFT
3737,SHIFT
3738,SHIFT
3739,SHIFT
3740,SHIFT
3741,SHIFT
3742,SHIFT
3743,SHIFT
3744,SHIFT
3745,SHIFT
3746,SHIFT
3747,SHIFT
3748,SHIFT
3749,SHIFT
3750,SHIFT
3751,SHIFT
3752,SHIFT
3753,NOKEY
3754,SHIFT
3755,q
3756,SHIFT
3757,SHIFT
3758,SHIFT
3759,SHIFT
3760,CTRL
3761,SHIFT
3762,SHIFT
3763,7
3764,t
3765,t
3766,SHIFT
3767,SHIFT
3768,SHIFT
3769,SHIFT
3770,SHIFT
3771,SHIFT
3772,n
3773,SHIFT
3774,n
3775,SHIFT
3776,SHIFT
3777,SHIFT
3778,7
3779,SHIFT
3780,SHIFT
3781,x
3782,SHIFT
3783,SHIFT
3784,x
3785,NOKEY
3786,SHIFT
3787,SHIFT
3788,SHIFT
3789,SHIFT
3790,x
3791,SHIFT
3792,SHIFT
3793,SHIFT
3794,SHIFT
3795,SHIFT
3796,SHIFT
3797,SHIFT
3798,s
3799,SHIFT
3800,SHIFT
3801,SHIFT
3802,SHIFT
3803,SHIFT
3804,SHIFT
3805,x
3806,SHIFT
3807,SHIFT
3808,x
3809,SHIFT
3810,SHIFT
3811,CTRL
3812,SHIFT
3813,x
3814,SHIFT
3815,SHIFT
3816,SHIFT
3817,SHIFT
3818,SHIFT
3819,SHIFT
3820,SHIFT
3821,SHIFT
3822,SHIFT
3823,x
3824,SHIFT
3825,SHIFT
3826,CTRL
3827,SHIFT
3828,SHIFT
3829,SHIFT
3830,x
3831,SHIFT
3832,x
3833,SHIFT
3834,SHIFT
3835,SHIFT
3836,SHIFT
3837,SHIFT
3838,s
3839,SHIFT
3840,SHIFT
3841,SHIFT
3842,SHIFT
3843,SHIFT
3844,SHIFT
3845,SHIFT
3846,SHIFT
3847,SHIFT
3848,SHIFT
3849,SHIFT
3850,SHIFT
3851,SHIFT
3852,SHIFT
3853,x
3854,SHIFT
3855,SHIFT
3856,SHIFT
3857,SHIFT
3858,SHIFT
3859,SHIFT
3860,SHIFT
3861,SHIFT
3862,SHIFT
3863,SHIFT
3864,SHIFT
3865,SHIFT
3866,SHIFT
3867,SHIFT
3868,SHIFT
3869,SHIFT
3870,SHIFT
3871,SHIFT
3872,SHIFT
3873,SHIFT
3874,SHIFT
3875,SHIFT
3876,SHIFT
3877,SHIFT
3878,SHIFT
3879,SHIFT
3880,SHIFT
3881,SHIFT
3882,x
3883,s
3884,SHIFT
3885,SHIFT
3886,SHIFT
3887,SHIFT
3888,SHIFT
3889,SHIFT
3890,SHIFT
3891,SHIFT
3892,SHIFT
3893,SHIFT
3894,SHIFT
3895,SHIFT
3896,SHIFT
3897,SHIFT
3898,x
3899,SHIFT
3900,SHIFT
3901,SHIFT
3902,SHIFT
3903,SHIFT
3904,SHIFT
3905,SHIFT
3906,SHIFT
3907,SHIFT
3908,SHIFT
3909,SHIFT
3910,x
3911,2
3912,NOKEY
3913,SHIFT
3914,SHIFT
3915,SHIFT
3916,1
3917,SHIFT
3918,SHIFT
3919,SHIFT
3920,SHIFT
3921,SHIFT
3922,SHIFT
3923,SHIFT
3924,x
3925,SHIFT
3926,SHIFT
3927,SHIFT
3928,SHIFT
3929,SHIFT
3930,SHIFT
3931,SHIFT
3932,SHIFT
3933,x
3934,SHIFT
3935,SHIFT
3936,SHIFT
3937,SHIFT
3938,SHIFT
3939,SHIFT
3940,x
3941,SHIFT
3942,SHIFT
3943,SHIFT
3944,CTRL
3945,SHIFT
3946,SHIFT
3947,SHIFT
3948,SHIFT
3949,SHIFT
3950,SHIFT
3951,SHIFT
3952,SHIFT
3953,SHIFT
3954,SHIFT
3955,SHIFT
3956,SHIFT
3957,x
3958,SHIFT
3959,SHIFT
3960,SHIFT
3961,SHIFT
3962,SHIFT
3963,SHIFT
3964,SHIFT
3965,SHIFT
3966,SHIFT
3967,SHIFT
3968,SHIFT
3969,SHIFT
3970,SHIFT
3971,SHIFT
3972,NOKEY
3973,SHIFT
3974,SHIFT
3975,CTRL
3976,SHIFT
3977,SHIFT
3978,SHIFT
3979,SHIFT
3980,SHIFT
3981,NOKEY
3982,SHIFT
3983,SHIFT
3984,SHIFT
3985,SHIFT
3986,SHIFT
3987,x
3988,SHIFT
3989,SHIFT
3990,CTRL
3991,SHIFT
3992,SHIFT
3993,SHIFT
3994,SHIFT
3995,SHIFT
3996,SHIFT
3997,SHIFT
3998,SHIFT
3999,s
4000,SHIFT
4001,SHIFT
4002,SHIFT
4003,SHIFT
4004,SHIFT
4005,1
4006,SHIFT
4007,SHIFT
4008,SHIFT
4009,SHIFT
4010,SHIFT
4011,SHIFT
4012,SHIFT
4013,SHIFT
4014,NOKEY
4015,SHIFT
4016,SHIFT
4017,SHIFT
4018,SHIFT
4019,CTRL
4020,SHIFT
4021,SHIFT
4022,SHIFT
4023,SHIFT
4024,SHIFT
4025,SHIFT
4026,SHIFT
4027,SHIFT
4028,SHIFT
4029,SHIFT
4030,SHIFT
4031,SHIFT
4032,SHIFT
4033,SHIFT
4034,SHIFT
4035,a
4036,a
4037,SHIFT
4038,SHIFT
4039,SHIFT
4040,SHIFT
4041,SHIFT
4042,SHIFT
4043,7
4044,x
4045,SHIFT
4046,SHIFT
4047,SHIFT
4048,3
4049,SHIFT
4050,SHIFT
4051,SHIFT
4052,SHIFT
4053,SHIFT
4054,x
4055,SHIFT
4056,SHIFT
4057,SHIFT
4058,SHIFT
4059,SHIFT
4060,SHIFT
4061,SHIFT
4062,SHIFT
4063,SHIFT
4064,SHIFT
4065,SHIFT
4066,SHIFT
4067,SHIFT
4068,SHIFT
4069,SHIFT
4070,SHIFT
4071,SHIFT
4072,SHIFT
4073,SHIFT
4074,x
4075,SHIFT
4076,4
4077,t
4078,SHIFT
4079,SHIFT
4080,SHIFT
4081,SHIFT
4082,SHIFT
4083,SHIFT
4084,SHIFT
4085,x
4086,SHIFT
4087,SHIFT
4088,SHIFT
4089,x
4090,SHIFT
4091,SHIFT
4092,SHIFT
4093,SHIFT
4094,SHIFT
4095,SHIFT
4096,a
4097,SHIFT
4098,SHIFT
4099,SHIFT
4100,SHIFT
4101,SHIFT
4102,SHIFT
4103,x
4104,SHIFT
4105,SHIFT
4106,CTRL
4107,SHIFT
4108,x
4109,SHIFT
4110,SHIFT
4111,SHIFT
4112,SHIFT
4113,SHIFT
4114,a
4115,x
4116,SHIFT
4117,SHIFT
4118,a
4119,SHIFT
4120,x
4121,SHIFT
4122,w
4123,SHIFT
4124,SHIFT
4125,SHIFT
4126,SHIFT
4127,SHIFT
4128,x
4129,SHIFT
4130,SHIFT
4131,x
4132,SHIFT
4133,SHIFT
4134,SHIFT
4135,SHIFT
4136,SHIFT
4137,SHIFT
4138,SHIFT
4139,SHIFT
4140,3
4141,SHIFT
4142,x
4143,SHIFT
4144,SHIFT
4145,SHIFT
4146,SHIFT
4147,SHIFT
4148,SHIFT
4149,SHIFT
4150,SHIFT
4151,SHIFT
4152,SHIFT
4153,SHIFT
4154,SHIFT
4155,SHIFT
4156,SHIFT
4157,SHIFT
4158,SHIFT
4159,SHIFT
4160,SHIFT
4161,SHIFT
4162,SHIFT
4163,SHIFT
4164,SHIFT
4165,x
4166,SHIFT
4167,SHIFT
4168,1
4169,CTRL
4170,SHIFT
4171,SHIFT
4172,SHIFT
4173,NOKEY
4174,NOKEY
4175,SHIFT
4176,SHIFT
4177,SHIFT
4178,SHIFT
4179,SHIFT
4180,SHIFT
4181,SHIFT
4182,SHIFT
4183,SHIFT
4184,SHIFT
4185,SHIFT
4186,SHIFT
4187,SHIFT
4188,SHIFT
4189,SHIFT
4190,x
4191,4
4192,SHIFT
4193,SHIFT
4194,SHIFT
4195,SHIFT
4196,SHIFT
4197,SHIFT
4198,SHIFT
4199,SHIFT
4200,x
4201,SHIFT
4202,SHIFT
4203,SHIFT
4204,SHIFT
4205,x
4206,SHIFT
4207,s
4208,SHIFT
4209,SHIFT
4210,x
4211,SHIFT
4212,SHIFT
4213,SHIFT
4214,SHIFT
4215,SHIFT
4216,SHIFT
4217,SHIFT
4218,x
4219,SHIFT
4220,SHIFT
4221,SHIFT
4222,x
4223,SHIFT
4224,NOKEY
4225,SHIFT
4226,SHIFT
4227,SHIFT
4228,SHIFT
4229,SHIFT
4230,SHIFT
4231,x
4232,SHIFT
4233,SHIFT
4234,SHIFT
4235,SHIFT
4236,SHIFT
4237,SHIFT
4238,SHIFT
4239,SHIFT
4240,SHIFT
4241,SHIFT
4242,SHIFT
4243,SHIFT
4244,SHIFT
4245,SHIFT
4246,x
4247,SHIFT
4248,s
4249,SHIFT
4250,SHIFT
4251,x
4252,SHIFT
4253,SHIFT
4254,SHIFT
4255,SHIFT
4256,SHIFT
4257,SHIFT
4258,SHIFT
4259,SHIFT
4260,SHIFT
4261,CTRL
4262,SHIFT
4263,x
4264,SHIFT
4265,x
4266,SHIFT
4267,SHIFT
4268,SHIFT
4269,SHIFT
4270,x
4271,SHIFT
4272,SHIFT
4273,SHIFT
4274,SHIFT
4275,SHIFT
4276,SHIFT
4277,SHIFT
4278,CTRL
4279,x
4280,SHIFT
4281,SHIFT
4282,SHIFT
4283,SHIFT
4284,SHIFT
4285,SHIFT
4286,s
4287,SHIFT
4288,SHIFT
4289,7
4290,SHIFT
4291,x
4292,SHIFT
4293,SHIFT
4294,SHIFT
4295,SHIFT
4296,SHIFT
4297,SHIFT
4298,SHIFT
4299,s
4300,SHIFT
4301,SHIFT
4302,SHIFT
4303,SHIFT
4304,SHIFT
4305,SHIFT
4306,SHIFT
4307,SHIFT
4308,SHIFT
4309,SHIFT
4310,SHIFT
4311,SHIFT
4312,SHIFT
4313,SHIFT
4314,SHIFT
4315,SHIFT
4316,SHIFT
4317,SHIFT
4318,SHIFT
4319,SHIFT
4320,SHIFT
4321,SHIFT
4322,SHIFT
4323,SHIFT
4324,SHIFT
4325,SHIFT
4326,CTRL
4327,SHIFT
4328,SHIFT
4329,s
4330,SHIFT
4331,SHIFT
4332,1
4333,x
4334,SHIFT
4335,SHIFT
4336,SHIFT
4337,x
4338,SHIFT
4339,SHIFT
4340,SHIFT
4341,SHIFT
4342,SHIFT
4343,SHIFT
4344,SHIFT
4345,SHIFT
4346,SHIFT
4347,SHIFT
4348,SHIFT
4349,SHIFT
4350,SHIFT
4351,SHIFT
4352,SHIFT
4353,SHIFT
4354,x
4355,SHIFT
4356,x
4357,SHIFT
4358,x
4359,SHIFT
4360,SHIFT
4361,SHIFT
4362,SHIFT
4363,x
4364,NOKEY
4365,SHIFT
4366,SHIFT
4367,SHIFT
4368,SHIFT
4369,SHIFT
4370,x
4371,SHIFT
4372,SHIFT
4373,SHIFT
4374,SHIFT
4375,SHIFT
4376,NOKEY
4377,SHIFT
4378,x
4379,SHIFT
4380,SHIFT
4381,SHIFT
4382,SHIFT
4383,SHIFT
4384,SHIFT
4385,SHIFT
4386,SHIFT
4387,SHIFT
4388,SHIFT
4389,SHIFT
4390,SHIFT
4391,SHIFT
4392,SHIFT
4393,SHIFT
4394,SHIFT
4395,SHIFT
4396,SHIFT
4397,x
4398,SHIFT
4399,SHIFT
4400,SHIFT
4401,x
4402,SHIFT
4403,SHIFT
4404,SHIFT
4405,SHIFT
4406,SHIFT
4407,SHIFT
4408,SHIFT
4409,SHIFT
4410,SHIFT
4411,SHIFT
4412,SHIFT
4413,SHIFT
4414,SHIFT
4415,SHIFT
4416,SHIFT
4417,SHIFT
4418,SHIFT
4419,SHIFT
4420,SHIFT
4421,SHIFT
4422,NOKEY
4423,SHIFT
4424,SHIFT
4425,SHIFT
4426,SHIFT
4427,x
4428,SHIFT
4429,SHIFT
4430,SHIFT
4431,3
4432,SHIFT
4433,x
4434,m
4435,SHIFT
4436,SHIFT
4437,m
4438,x
4439,SHIFT
4440,m
4441,0
4442,SHIFT
4443,SHIFT
4444,SHIFT
4445,m
4446,SHIFT
4447,SHIFT
4448,SHIFT
4449,0
4450,SHIFT
4451,0
4452,SHIFT
4453,SHIFT
4454,x
4455,SHIFT
4456,SHIFT
4457,SHIFT
4458,SHIFT
4459,SHIFT
4460,SHIFT
4461,m
4462,SHIFT
4463,SHIFT
4464,m
4465,m
4466,SHIFT
4467,m
4468,SHIFT
4469,SHIFT
4470,SHIFT
4471,m
4472,m
4473,SHIFT
4474,m
4475,SHIFT
4476,m
4477,m
4478,SHIFT
4479,SHIFT
4480,SHIFT
4481,SHIFT
4482,SHIFT
4483,SHIFT
4484,m
4485,SHIFT
4486,SHIFT
4487,SHIFT
4488,0
4489,x
4490,SHIFT
4491,SHIFT
4492,m
4493,SHIFT
4494,SHIFT
4495,SHIFT
4496,SHIFT
4497,SHIFT
4498,SHIFT
4499,SHIFT
4500,m
4501,x
4502,SHIFT
4503,SHIFT
4504,m
4505,SHIFT
4506,SHIFT
4507,SHIFT
4508,x
4509,x
4510,m
4511,SHIFT
4512,SHIFT
4513,SHIFT
4514,SHIFT
4515,x
4516,0
4517,SHIFT
4518,SHIFT
4519,3
4520,SHIFT
4521,m
4522,m
4523,m
4524,SHIFT
4525,6
4526,SHIFT
4527,SHIFT
4528,SHIFT
4529,SHIFT
4530,m
4531,m
4532,SHIFT
4533,SHIFT
4534,SHIFT
4535,SHIFT
4536,SHIFT
4537,SHIFT
4538,m
4539,SHIFT
4540,x
4541,m
4542,SHIFT
4543,SHIFT
4544,SHIFT
4545,0
4546,SHIFT
4547,x
4548,m
4549,CTRL
4550,4
4551,0
4552,x
4553,SHIFT
4554,SHIFT
4555,0
4556,SHIFT
4557,SHIFT
4558,x
4559,m
4560,SHIFT
4561,SHIFT
4562,SHIFT
4563,SHIFT
4564,SHIFT
4565,x
4566,x
4567,SHIFT
4568,SHIFT
4569,SHIFT
4570,SHIFT
4571,SHIFT
4572,SHIFT
4573,SHIFT
4574,SHIFT
4575,SHIFT
4576,SHIFT
4577,SHIFT
4578,SHIFT
4579,SHIFT
4580,SHIFT
4581,SHIFT
4582,SHIFT
4583,SHIFT
4584,SHIFT
4585,SHIFT
4586,SHIFT
4587,SHIFT
4588,SHIFT
4589,SHIFT
4590,SHIFT
4591,SHIFT
4592,SHIFT
4593,SHIFT
4594,SHIFT
4595,SHIFT
4596,CTRL
4597,SHIFT
4598,SHIFT
4599,SHIFT
4600,SHIFT
4601,SHIFT
4602,x
4603,SHIFT
4604,SHIFT
4605,SHIFT
4606,SHIFT
4607,SHIFT
4608,NOKEY
4609,SHIFT
4610,s
4611,SHIFT
4612,SHIFT
4613,SHIFT
4614,SHIFT
4615,SHIFT
4616,SHIFT
4617,SHIFT
4618,SHIFT
4619,x
4620,SHIFT
4621,SHIFT
4622,SHIFT
4623,SHIFT
4624,SHIFT
4625,SHIFT
4626,SHIFT
4627,SHIFT
4628,x
4629,x
4630,NOKEY
4631,SHIFT
4632,SHIFT
4633,SHIFT
4634,SHIFT
4635,SHIFT
4636,SHIFT
4637,SHIFT
4638,NOKEY
4639,NOKEY
4640,SHIFT
4641,SHIFT
4642,SHIFT
4643,SHIFT
4644,SHIFT
4645,SHIFT
4646,x
4647,SHIFT
4648,SHIFT
4649,SHIFT
4650,SHIFT
4651,SHIFT
4652,SHIFT
4653,SHIFT
4654,SHIFT
4655,CTRL
4656,s
4657,SHIFT
4658,SHIFT
4659,SHIFT
4660,SHIFT
4661,3
4662,SHIFT
4663,SHIFT
4664,SHIFT
4665,SHIFT
4666,SHIFT
4667,SHIFT
4668,SHIFT
4669,7
4670,x
4671,SHIFT
4672,SHIFT
4673,SHIFT
4674,SHIFT
4675,SHIFT
4676,SHIFT
4677,SHIFT
4678,SHIFT
4679,SHIFT
4680,x
4681,SHIFT
4682,SHIFT
4683,SHIFT
4684,SHIFT
4685,SHIFT
4686,SHIFT
4687,SHIFT
4688,SHIFT
4689,SHIFT
4690,SHIFT
4691,SHIFT
4692,SHIFT
4693,SHIFT
4694,SHIFT
4695,x
4696,NOKEY
4697,SHIFT
4698,NOKEY
4699,SHIFT
4700,SHIFT
4701,SHIFT
4702,SHIFT
4703,SHIFT
4704,x
4705,SHIFT
4706,SHIFT
4707,SHIFT
4708,x
4709,SHIFT
4710,SHIFT
4711,SHIFT
4712,SHIFT
4713,SHIFT
4714,SHIFT
4715,x
4716,SHIFT
4717,x
4718,SHIFT
4719,SHIFT
4720,x
4721,SHIFT
4722,SHIFT
4723,SHIFT
4724,SHIFT
4725,SHIFT
4726,SHIFT
4727,SHIFT
4728,CTRL
4729,SHIFT
4730,SHIFT
4731,SHIFT
4732,SHIFT
4733,SHIFT
4734,SHIFT
4735,SHIFT
4736,SHIFT
4737,x
4738,x
4739,CTRL
4740,SHIFT
4741,SHIFT
4742,SHIFT
4743,SHIFT
4744,CTRL
4745,SHIFT
4746,SHIFT
4747,SHIFT
4748,SHIFT
4749,s
4750,x
4751,SHIFT
4752,SHIFT
4753,SHIFT
4754,SHIFT
4755,SHIFT
4756,SHIFT
4757,SHIFT
4758,SHIFT
4759,SHIFT
4760,SHIFT
4761,SHIFT
4762,NOKEY
4763,CTRL
4764,SHIFT
4765,SHIFT
4766,SHIFT
4767,SHIFT
4768,SHIFT
4769,SHIFT
4770,SHIFT
4771,SHIFT
4772,SHIFT
4773,x
4774,SHIFT
4775,SHIFT
4776,SHIFT
4777,s
4778,SHIFT
4779,x
4780,SHIFT
4781,x
4782,x
4783,SHIFT
4784,SHIFT
4785,SHIFT
4786,SHIFT
4787,SHIFT
4788,SHIFT
4789,SHIFT
4790,SHIFT
4791,SHIFT
4792,SHIFT
4793,SHIFT
4794,SHIFT
4795,SHIFT
4796,SHIFT
4797,SHIFT
4798,SHIFT
4799,SHIFT
4800,SHIFT
4801,SHIFT
4802,SHIFT
4803,SHIFT
4804,SHIFT
4805,SHIFT
4806,SHIFT
4807,SHIFT
4808,SHIFT
4809,s
4810,SHIFT
4811,2
4812,SHIFT
4813,l
4814,i
4815,x
4816,SHIFT
4817,SHIFT
4818,SHIFT
4819,SHIFT
4820,x
4821,i
4822,NOKEY
4823,NOKEY
4824,i
4825,SHIFT
4826,i
4827,i
4828,SHIFT
4829,l
4830,i
4831,i
4832,i
4833,i
4834,l
4835,i
4836,i
4837,i
4838,l
4839,SHIFT
4840,i
4841,i
4842,i
4843,SHIFT
4844,SHIFT
4845,l
4846,1
4847,i
4848,i
4849,i
4850,l
4851,SHIFT
4852,i
4853,u
4854,i
4855,l
4856,SHIFT
4857,i
4858,i
4859,i
4860,i
4861,i
4862,SHIFT
4863,SHIFT
4864,i
4865,i
4866,SHIFT
4867,l
4868,i
4869,i
4870,SHIFT
4871,i
4872,SHIFT
4873,i
4874,l
4875,i
4876,i
4877,l
4878,i
4879,i
4880,i
4881,i
4882,i
4883,i
4884,SHIFT
4885,l
4886,SHIFT
4887,i
4888,i
4889,i
4890,i
4891,i
4892,i
4893,i
4894,SHIFT
4895,SHIFT
4896,i
4897,l
4898,i
4899,i
4900,SHIFT
4901,i
4902,i
4903,i
4904,CTRL
4905,i
4906,i
4907,i
4908,SHIFT
4909,i
4910,SHIFT
4911,i
4912,i
4913,i
4914,i
4915,i
4916,i
4917,i
4918,SHIFT
4919,i
4920,i
4921,i
4922,l
4923,SHIFT
4924,i
4925,i
4926,i
4927,l
4928,i
4929,i
4930,i
4931,SHIFT
4932,i
4933,CTRL
4934,SHIFT
4935,i
4936,l
4937,NOKEY
4938,i
4939,i
4940,SHIFT
4941,SHIFT
4942,SHIFT
4943,i
4944,l
4945,l
4946,i
4947,SHIFT
4948,l
4949,NOKEY
4950,SHIFT
4951,i
4952,i
4953,x
4954,u
4955,SHIFT
4956,i
4957,i
4958,i
4959,i
4960,SHIFT
4961,SHIFT
4962,i
4963,i
4964,i
4965,i
4966,l
4967,i
4968,l
4969,i
4970,i
4971,SHIFT
4972,x
4973,SHIFT
4974,SHIFT
4975,SHIFT
4976,SHIFT
4977,SHIFT
4978,SHIFT
4979,SHIFT
4980,SHIFT
4981,SHIFT
4982,SHIFT
4983,SHIFT
4984,SHIFT
4985,SHIFT
4986,SHIFT
4987,SHIFT
4988,SHIFT
4989,0
4990,SHIFT
4991,SHIFT
4992,SHIFT
4993,SHIFT
4994,SHIFT
4995,SHIFT
4996,SHIFT
4997,SHIFT
4998,SHIFT
4999,SHIFT
5000,SHIFT
5001,SHIFT
5002,SHIFT
5003,SHIFT
5004,SHIFT
5005,SHIFT
5006,SHIFT
5007,x
5008,SHIFT
5009,SHIFT
5010,SHIFT
5011,SHIFT
5012,SHIFT
5013,SHIFT
5014,SHIFT
5015,SHIFT
5016,x
5017,SHIFT
5018,SHIFT
5019,SHIFT
5020,SHIFT
5021,SHIFT
5022,4
5023,SHIFT
5024,SHIFT
5025,SHIFT
5026,SHIFT
5027,SHIFT
5028,SHIFT
5029,SHIFT
5030,SHIFT
5031,SHIFT
5032,x
5033,SHIFT
5034,SHIFT
5035,SHIFT
5036,SHIFT
5037,SHIFT
5038,SHIFT
5039,SHIFT
5040,SHIFT
5041,SHIFT
5042,CTRL
5043,SHIFT
5044,SHIFT
5045,SHIFT
5046,SHIFT
5047,SHIFT
5048,NOKEY
5049,NOKEY
5050,SHIFT
5051,SHIFT
5052,SHIFT
5053,SHIFT
5054,SHIFT
5055,SHIFT
5056,SHIFT
5057,SHIFT
5058,SHIFT
5059,SHIFT
5060,SHIFT
5061,SHIFT
5062,SHIFT
5063,SHIFT
5064,SHIFT
5065,SHIFT
5066,SHIFT
5067,SHIFT
5068,NOKEY
5069,NOKEY
5070,NOKEY
5071,NOKEY
5072,NOKEY
5073,NOKEY
5074,NOKEY
5075,NOKEY
5076,CTRL
5077,NOKEY
5078,NOKEY
5079,NOKEY
5080,NOKEY
5081,NOKEY
5082,NOKEY
5083,NOKEY
5084,NOKEY
5085,g
5086,NOKEY
5087,NOKEY
5088,NOKEY
5089,NOKEY
5090,f
5091,3
5092,NOKEY
5093,NOKEY
5094,NOKEY
5095,NOKEY
5096,NOKEY
5097,NOKEY
5098,3
5099,NOKEY
5100,NOKEY
5101,NOKEY
5102,NOKEY
5103,NOKEY
5104,NOKEY
5105,NOKEY
5106,NOKEY
5107,3
5108,NOKEY
5109,NOKEY
5110,NOKEY
5111,7
5112,NOKEY
5113,NOKEY
5114,NOKEY
5115,NOKEY
5116,NOKEY
5117,NOKEY
5118,NOKEY
5119,NOKEY
5120,NOKEY
5121,NOKEY
5122,NOKEY
5123,NOKEY
5124,NOKEY
5125,NOKEY
5126,NOKEY
5127,NOKEY
5128,NOKEY
5129,NOKEY
5130,NOKEY
5131,NOKEY
5132,NOKEY
5133,NOKEY
5134,t
5135,NOKEY
5136,NOKEY
5137,3
5138,NOKEY
5139,NOKEY
5140,p
5141,3
5142,NOKEY
5143,NOKEY
5144,NOKEY
5145,NOKEY
5146,NOKEY
5147,3
5148,NOKEY
5149,7
5150,NOKEY
5151,NOKEY
5152,h
5153,NOKEY
5154,NOKEY
5155,3
5156,NOKEY
5157,NOKEY
5158,NOKEY
5159,NOKEY
5160,3
5161,NOKEY
5162,NOKEY
5163,NOKEY
5164,NOKEY
5165,NOKEY
5166,NOKEY
5167,NOKEY
5168,NOKEY
5169,NOKEY
5170,NOKEY
5171,NOKEY
5172,CTRL
5173,NOKEY
5174,NOKEY
5175,3
5176,NOKEY
5177,NOKEY
5178,NOKEY
5179,NOKEY
5180,NOKEY
5181,NOKEY
5182,NOKEY
5183,NOKEY
5184,NOKEY
5185,NOKEY
5186,NOKEY
5187,7
5188,NOKEY
5189,NOKEY
5190,NOKEY
5191,CTRL
5192,NOKEY
5193,NOKEY
5194,NOKEY
5195,NOKEY
5196,NOKEY
5197,NOKEY
5198,NOKEY
5199,NOKEY
5200,NOKEY
5201,NOKEY
5202,NOKEY
5203,h
5204,NOKEY
5205,CTRL
5206,3
5207,NOKEY
5208,NOKEY
5209,NOKEY
5210,NOKEY
5211,NOKEY
5212,NOKEY
5213,NOKEY
5214,NOKEY
5215,NOKEY
5216,CTRL
5217,NOKEY
5218,NOKEY
5219,NOKEY
5220,NOKEY
5221,NOKEY
5222,NOKEY
5223,NOKEY
5224,r
5225,NOKEY
5226,NOKEY
5227,NOKEY
5228,3
5229,NOKEY
5230,NOKEY
5231,NOKEY
5232,NOKEY
5233,NOKEY
5234,NOKEY
5235,NOKEY
5236,NOKEY
5237,NOKEY
5238,NOKEY
5239,NOKEY
5240,NOKEY
5241,NOKEY
5242,NOKEY
5243,NOKEY
5244,NOKEY
5245,NOKEY
5246,NOKEY
5247,NOKEY
5248,NOKEY
5249,3
5250,NOKEY
5251,NOKEY
5252,2
5253,NOKEY
5254,NOKEY
5255,NOKEY
5256,NOKEY
5257,NOKEY
5258,NOKEY
5259,NOKEY
5260,NOKEY
5261,NOKEY
5262,NOKEY
5263,2
5264,NOKEY
5265,NOKEY
5266,NOKEY
5267,NOKEY
5268,3
5269,NOKEY
5270,7
5271,NOKEY
5272,NOKEY
5273,NOKEY
5274,NOKEY
5275,NOKEY
5276,NOKEY
5277,NOKEY
5278,NOKEY
5279,NOKEY
5280,NOKEY
5281,NOKEY
